Month Day Time State "F.Scale" Injuries Fatalities PropLoss Length Width NumberStates F0 ln(Length)
3 13 23:23:00 FL 0 0 0 25000 1.27 50 1 Yes 0.23901690047049992
3 19 15:19:00 TX 0 0 0 0 0.21 50 1 Yes -1.5606477482646683
3 21 19:03:00 GA 0 0 0 20000 0.14 100 1 Yes -1.9661128563728327
3 21 19:03:00 GA 1 0 0 75000 0.44 100 1 No -0.8209805520698302
3 23 11:40:00 FL 0 0 0 2000 0.96 30 1 Yes -0.040821994520255166
3 24 17:10:00 WA 0 0 0 2000 2.3 15 1 Yes 0.832909122935104
3 24 19:31:00 TX 2 0 0 90000 2.71 225 1 No 0.9969486348916095
3 24 20:58:00 AR 0 0 0 0 0.25 150 1 Yes -1.3862943611198906
3 24 21:05:00 LA 1 0 0 100000 2.07 220 1 No 0.7275486072772777
3 24 21:31:00 AR 0 0 0 0 0.1 100 1 Yes -2.3025850929940455
3 24 21:32:00 AR 2 0 0 400000 1.12 150 1 No 0.11332868530700327
3 24 21:33:00 AR 1 0 0 300000 1.85 200 1 No 0.6151856390902335
3 24 21:35:00 LA 1 0 0 60000 1.46 110 1 No 0.37843643572024505
3 24 22:00:00 LA 1 0 0 70000 8.51 2464 1 No 2.1412419425852827
3 24 22:20:00 AR 2 6 0 360000 2.15 100 1 No 0.7654678421395714
3 24 22:23:00 AR 1 0 0 100000 2.16 100 1 No 0.7701082216960737
3 24 22:49:00 LA 1 0 0 3000 1.23 350 1 No 0.2070141693843261
3 24 22:54:00 LA 1 0 0 15000 6.9 100 1 No 1.9315214116032138
3 24 23:23:00 TX 0 0 0 15000 0.01 30 1 Yes -4.605170185988091
3 25 0:34:00 AR 0 0 0 250000 0.78 120 1 Yes -0.2484613592984996
3 25 17:21:00 MO 0 0 0 0 6.76 20 1 Yes 1.9110228900548727
3 26 12:24:00 OH 1 0 0 30000 0.31 70 1 No -1.171182981502945
3 26 13:00:00 PR 0 0 0 0 0.43 100 1 Yes -0.843970070294529
3 26 18:14:00 OK 0 0 0 1000 4 50 1 Yes 1.3862943611198906
3 26 18:27:00 OK 0 0 0 0 0.3 30 1 Yes -1.2039728043259361
3 27 12:59:00 MS 0 0 0 0 0.19 50 1 Yes -1.6607312068216509
3 27 13:27:00 KY 0 0 0 75000 4.4 125 1 Yes 1.4816045409242156
3 27 15:59:00 TN 0 0 0 10000 6.42 50 1 Yes 1.8594181177018698
3 27 16:05:00 KY 1 0 0 300000 0.31 100 1 No -1.171182981502945
3 27 16:18:00 TN 1 0 0 150000 5.5 100 1 No 1.7047480922384253
3 27 17:12:00 TN 1 0 0 25000 7.26 300 1 No 1.9823798288367047
3 28 15:26:00 TX -9 0 0 0 2.47 100 1 No 0.9042181506398859
3 28 15:34:00 TX -9 0 0 0 2.07 400 1 No 0.7275486072772777
3 28 15:36:00 TX 0 0 0 0 0.07 25 1 Yes -2.659260036932778
3 28 15:52:00 TX 0 0 0 0 0.01 25 1 Yes -4.605170185988091
3 28 16:14:00 TX -9 0 0 0 1.02 100 1 No 0.01980262729617973
3 28 16:17:00 TX -9 0 0 0 0.61 30 1 No -0.4942963218147801
3 28 16:33:00 TX 0 0 0 0 4.5 50 1 Yes 1.5040773967762742
3 28 16:57:00 TX 0 0 0 0 3.1 50 1 Yes 1.1314021114911006
3 28 17:03:00 TX 0 0 0 0 4.68 100 1 Yes 1.5432981099295553
3 28 17:34:00 TX 1 0 0 75000 0.7 50 1 No -0.35667494393873245
3 28 17:43:00 TX -9 0 0 0 1.91 30 1 No 0.6471032420585384
3 28 17:49:00 TX -9 0 0 0 1.4 50 1 No 0.33647223662121284
3 28 18:13:00 TX -9 0 0 0 3 50 1 No 1.0986122886681096
3 28 18:21:00 TX 0 0 0 0 5.82 75 1 Yes 1.7613002617433464
3 28 18:28:00 TX 2 0 0 50000 1.79 75 1 No 0.5822156198526637
3 28 19:50:00 TX 0 0 0 0 4.53 50 1 Yes 1.5107219394949427
3 29 1:08:00 TX 0 0 0 300000 6.48 200 1 Yes 1.8687205103641835
3 29 1:10:00 TX 0 0 0 100000 11.37 500 1 Yes 2.4309783077624445
3 29 1:31:00 TX 1 0 0 600000 1.62 130 1 No 0.4824261492442928
3 29 4:38:00 TX 1 0 0 60000 5.97 480 1 No 1.7867469274045107
3 29 9:34:00 TX 0 0 0 150000 0.27 50 1 Yes -1.3093333199837622
3 29 12:23:00 TX 0 0 0 0 0.1 20 1 Yes -2.3025850929940455
3 29 13:55:00 TX 1 0 0 27000 0.43 50 1 No -0.843970070294529
3 29 14:00:00 TX 0 0 0 100000 2 200 1 Yes 0.6931471805599453
3 29 14:03:00 TX 1 2 0 300000 2.67 250 1 No 0.9820784724121581
3 29 14:13:00 TX 1 0 0 60000 1.31 600 1 No 0.2700271372130602
3 29 14:25:00 TX 1 0 0 20000 0.46 300 1 No -0.7765287894989963
3 29 14:35:00 TX 0 0 0 0 0.08 30 1 Yes -2.5257286443082556
3 29 15:12:00 TX 1 0 0 10000 0.42 25 1 No -0.8675005677047232
3 29 15:34:00 TX 1 0 0 50000 12.19 800 1 No 2.5006159434931803
3 29 18:23:00 AR 1 0 0 0 2.4 150 1 No 0.8754687373538999
3 29 19:11:00 LA 2 0 0 125000 3.57 100 1 No 1.2725655957915476
3 29 22:00:00 MO 1 0 0 50000 2.5 200 1 No 0.9162907318741551
3 29 22:23:00 MS 1 0 0 0 2.1 450 1 No 0.7419373447293773
3 30 4:32:00 MS 0 0 0 95000 1.06 200 1 Yes 0.058268908123975824
3 31 15:33:00 VA 1 0 0 250000 12.32 100 1 No 2.511223958105374
3 31 16:13:00 VA 2 0 0 7900000 8.86 350 1 No 2.1815467646169897
3 31 16:15:00 NC 1 0 0 250000 4.8 100 1 No 1.5686159179138452
4 2 8:04:00 LA 1 0 0 5000 0.06 10 1 No -2.8134107167600364
4 2 8:15:00 TX 0 0 0 100000 3 100 1 Yes 1.0986122886681096
4 2 8:47:00 LA 1 0 2 15000 0.8 20 1 No -0.2231435513142097
4 2 11:25:00 TX 0 0 0 15000 0.5 30 1 Yes -0.6931471805599453
4 2 12:56:00 TX 1 0 0 50000 6.36 310 1 No 1.8500283773520307
4 2 13:32:00 LA 1 0 0 5000 7.29 50 1 No 1.986503546020567
4 2 13:50:00 LA 2 0 0 250000 6.11 800 1 No 1.809926773183504
4 2 13:53:00 LA 2 0 0 100000 5.55 1636 1 No 1.713797927758343
4 2 14:05:00 LA 1 0 0 750000 5.41 500 1 No 1.6882490928583902
4 2 14:07:00 LA 1 0 0 50000 9.83 370 1 No 2.285438934159075
4 2 14:20:00 LA 0 0 0 0 0.1 10 1 Yes -2.3025850929940455
4 2 14:52:00 LA 2 0 0 1000000 13.66 2252 1 No 2.614471854142644
4 2 14:54:00 LA 1 0 0 0 4.1 1108 1 No 1.410986973710262
4 2 15:12:00 LA 1 0 0 70000 4.43 1108 1 No 1.4883995840570443
4 2 15:17:00 LA 1 0 0 85000 13.19 1232 1 No 2.579458966729223
4 2 15:18:00 LA 2 0 0 600000 1.09 440 1 No 0.0861776962410524
4 2 15:22:00 LA 2 1 0 525000 13.77 880 1 No 2.6224923127405635
4 2 15:48:00 LA 1 0 0 75000 3.69 300 1 No 1.3056264580524357
4 2 15:49:00 LA 1 0 0 220000 3.78 880 1 No 1.3297240096314962
4 2 15:57:00 LA 1 0 0 150000 0.99 600 1 No -0.01005033585350145
4 2 16:09:00 LA 2 2 0 300000 5.83 616 1 No 1.763017000362401
4 2 16:41:00 LA 0 0 0 2000 1.4 100 1 Yes 0.33647223662121284
4 2 23:57:00 MS 1 0 0 200000 17.48 1056 1 No 2.8610573702273894
4 3 3:03:00 LA 1 0 0 0 1.2 50 1 No 0.1823215567939546
4 3 3:14:00 LA 1 0 0 0 1.76 100 1 No 0.5653138090500605
4 3 7:54:00 AL 0 0 0 2000 0.05 25 1 Yes -2.995732273553991
4 3 8:58:00 GA 1 0 0 50000 2.37 300 1 No 0.8628899551470399
4 3 9:28:00 GA 1 0 0 100000 4.07 150 1 No 1.4036429994545037
4 3 9:42:00 GA 1 0 0 100000 3.27 175 1 No 1.184789984909162
4 3 10:10:00 GA 0 0 0 100000 1.56 150 1 Yes 0.44468582126144574
4 3 10:16:00 GA 0 0 0 20000 1.35 100 1 Yes 0.30010459245033816
4 3 10:17:00 GA 1 0 0 75000 4.61 350 1 No 1.5282278570085572
4 3 10:18:00 GA 0 0 0 25000 2.23 75 1 Yes 0.8020015854720274
4 3 10:26:00 GA 1 0 0 50000 3.65 200 1 No 1.2947271675944
4 3 10:29:00 GA 0 0 0 15000 3.88 150 1 Yes 1.355835153635182
4 3 10:35:00 GA 0 0 0 50000 0.59 150 1 Yes -0.527632742082372
4 3 10:36:00 GA 0 0 0 30000 1.74 75 1 Yes 0.5538851132264376
4 3 10:44:00 GA 1 0 0 20000 6.67 150 1 No 1.8976198599275325
4 3 10:46:00 GA 1 0 0 500000 5.48 200 1 No 1.7011051009599243
4 3 10:52:00 GA 0 0 0 50000 1.77 250 1 Yes 0.5709795465857378
4 3 11:06:00 GA 1 0 0 300000 8.13 300 1 No 2.0955609235597192
4 3 11:30:00 GA 1 0 0 175000 9.23 600 1 No 2.222459048514761
4 3 11:40:00 GA 0 0 0 50000 2.94 100 1 Yes 1.0784095813505903
4 3 11:51:00 SC 0 0 0 0 0.09 40 1 Yes -2.407945608651872
4 3 11:56:00 GA 1 0 0 30000 5.8 440 1 No 1.7578579175523736
4 3 12:03:00 GA 2 0 0 100000 3.26 200 1 No 1.1817271953786161
4 3 12:06:00 GA 1 0 0 170000 7.91 350 1 No 2.0681277817795625
4 3 12:10:00 GA 0 0 0 0 0.01 10 1 Yes -4.605170185988091
4 3 12:13:00 SC 0 0 0 50000 2.84 50 1 Yes 1.0438040521731147
4 3 12:16:00 GA 0 0 0 25000 4.11 90 1 Yes 1.4134230285081433
4 3 12:21:00 GA 0 0 0 20000 3.26 200 1 Yes 1.1817271953786161
4 3 12:26:00 GA 0 0 0 30000 6.57 150 1 Yes 1.8825138324965192
4 3 12:28:00 GA 0 0 0 30000 0.17 100 1 Yes -1.7719568419318752
4 3 12:36:00 GA 1 0 0 30000 5.72 250 1 No 1.7439688053917064
4 3 12:49:00 SC 0 0 0 20000 0.74 75 1 Yes -0.3011050927839216
4 3 12:56:00 GA 0 0 0 10000 0.39 150 1 Yes -0.9416085398584448
4 3 13:00:00 GA 1 0 0 75000 7.52 300 1 No 2.017566137961748
4 3 13:21:00 SC 1 0 1 50000 0.74 150 1 No -0.3011050927839216
4 3 13:30:00 SC 0 0 0 0 0.01 50 1 Yes -4.605170185988091
4 3 14:08:00 SC 0 0 0 0 0.06 25 1 Yes -2.8134107167600364
4 3 14:14:00 SC 1 0 0 0 0.87 100 1 No -0.13926206733350766
4 3 14:43:00 SC 0 0 0 0 0.28 240 1 Yes -1.2729656758128873
4 3 15:11:00 SC 2 0 0 0 6.72 600 1 No 1.9050881545350582
4 4 17:48:00 MO 2 0 0 1100000 16.5 300 1 No 2.803360380906535
4 4 18:56:00 MO 1 0 0 15000 1.5 200 1 No 0.4054651081081644
4 4 20:34:00 AR 1 0 0 80000 5 200 1 No 1.6094379124341003
4 5 9:49:00 AL 2 0 0 600000 10.36 1140 2 No 2.337952236831337
4 5 9:49:00 AL 2 0 0 500000 2.66 1140 2 No 0.9783261227936078
4 5 9:59:00 GA 2 0 0 100000 7.7 1140 2 No 2.0412203288596382
4 5 10:03:00 GA 1 0 0 20000 3.98 350 1 No 1.3812818192963463
4 5 10:09:00 GA 1 0 0 40000 2.94 350 1 No 1.0784095813505903
4 5 10:27:00 GA 2 0 0 150000 16.86 1320 1 No 2.8249439525737094
4 5 11:17:00 SC 2 1 0 0 7.2 1000 1 No 1.9740810260220096
4 5 11:40:00 GA 0 0 0 30000 3.16 150 1 Yes 1.1505720275988207
4 5 11:55:00 GA 1 0 0 150000 8.77 200 1 No 2.1713368063840917
4 5 12:06:00 SC 0 0 0 0 0.01 75 1 Yes -4.605170185988091
4 5 13:05:00 GA 1 0 0 200000 4.1 350 1 No 1.410986973710262
4 5 13:10:00 IL 1 0 0 35000 0.1 25 1 No -2.3025850929940455
4 5 13:38:00 GA 2 0 0 170000 20.19 400 1 No 3.005187432324746
4 5 14:47:00 TN 1 0 0 50000 7.1 150 1 No 1.9600947840472698
4 5 15:44:00 AL 0 0 0 0 0.25 75 1 Yes -1.3862943611198906
4 5 15:54:00 KY 1 0 0 100000 1.72 100 1 No 0.5423242908253616
4 5 15:59:00 TN 1 1 0 50000 3.4 125 1 No 1.2237754316221157
4 5 16:04:00 IN 1 0 0 65000 1.2 90 1 No 0.1823215567939546
4 5 16:11:00 KY 1 0 0 150000 0.69 50 1 No -0.37106368139083207
4 5 16:12:00 KY 1 0 0 75000 0.39 50 1 No -0.9416085398584448
4 5 16:16:00 KY 1 0 0 100000 0.75 250 1 No -0.2876820724517809
4 5 16:51:00 OH 0 0 0 30000 0.08 40 1 Yes -2.5257286443082556
4 5 16:58:00 OH 0 0 0 50000 0.11 40 1 Yes -2.2072749131897207
4 5 19:39:00 AL 1 0 0 0 1.96 125 1 No 0.6729444732424258
4 5 22:20:00 SC 0 0 0 0 0.14 50 1 Yes -1.9661128563728327
4 5 22:30:00 SC 0 0 0 1000 0.06 30 1 Yes -2.8134107167600364
4 6 7:51:00 FL 2 0 0 250000 4.12 150 1 No 1.415853163361435
4 6 8:18:00 FL 0 0 0 5000 1.61 10 1 Yes 0.47623417899637166
4 6 8:30:00 FL 0 1 0 110000 7.43 20 1 Yes 2.005525858729668
4 6 10:09:00 VA 1 0 0 150000 3.71 200 1 No 1.3110318766193438
4 6 10:29:00 VA 0 0 0 0 2.63 175 1 Yes 0.9669838461896731
4 6 10:58:00 VA 0 0 0 0 0.86 50 1 Yes -0.15082288973458366
4 6 11:08:00 VA 0 0 0 0 0.86 75 1 Yes -0.15082288973458366
4 6 11:08:00 VA 0 0 0 0 0.86 75 1 Yes -0.15082288973458366
4 6 11:09:00 VA 0 0 0 100000 4.4 100 1 Yes 1.4816045409242156
4 6 11:34:00 VA 0 0 0 0 3.2 25 1 Yes 1.1631508098056809
4 6 11:39:00 VA 0 0 0 0 4.91 50 2 Yes 1.5912739418064292
4 6 11:39:00 VA 0 0 0 0 1.93 50 2 Yes 0.6575200029167941
4 6 11:42:00 DC 0 0 0 0 2.98 50 2 Yes 1.091923300517313
4 6 11:41:00 DC 0 1 0 0 1.56 25 1 Yes 0.44468582126144574
4 9 19:51:00 NE 0 0 0 0 0.13 10 1 Yes -2.0402208285265546
4 9 23:54:00 WI 1 0 0 0 0.44 100 1 No -0.8209805520698302
4 10 18:10:00 TX 1 0 0 0 0.47 100 1 No -0.7550225842780328
4 10 18:35:00 TX 1 0 0 25000 1.83 250 1 No 0.6043159668533296
4 10 18:36:00 MI 1 0 0 210000 5.33 220 1 No 1.673351238177753
4 10 21:45:00 TX 0 0 0 40000 0.72 80 1 Yes -0.3285040669720361
4 12 16:13:00 CO -9 0 0 0 0.86 75 1 No -0.15082288973458366
4 13 14:22:00 TX 0 0 0 0 0.3 50 1 Yes -1.2039728043259361
4 13 18:00:00 OR 0 0 0 0 0.07 10 1 Yes -2.659260036932778
4 14 16:59:00 TX -9 0 0 0 3.09 50 1 No 1.128171090909654
4 14 17:19:00 TX 0 0 0 9000 0.39 25 1 Yes -0.9416085398584448
4 14 17:27:00 TX 0 0 0 30000 1.95 50 1 Yes 0.6678293725756554
4 14 17:33:00 NM 0 0 0 0 0.46 40 1 Yes -0.7765287894989963
4 14 17:36:00 TX 3 0 0 1000000 3.55 1936 1 No 1.2669476034873244
4 14 18:45:00 TX -9 0 0 0 0.5 10 1 No -0.6931471805599453
4 14 19:04:00 TX -9 0 0 0 0.08 10 1 No -2.5257286443082556
4 14 22:25:00 TX -9 0 0 0 0.91 50 1 No -0.09431067947124129
4 15 15:58:00 NE 0 0 0 0 1.47 50 1 Yes 0.3852624007906449
4 15 17:38:00 KS 0 0 0 0 0.62 50 1 Yes -0.4780358009429998
4 15 18:05:00 KS 0 0 0 0 0.21 50 1 Yes -1.5606477482646683
4 15 18:25:00 MO 0 0 0 0 0.03 10 1 Yes -3.506557897319982
4 15 18:25:00 KS 0 0 0 0 1.7 25 1 Yes 0.5306282510621704
4 15 19:50:00 IA 1 0 0 10000 3.22 25 1 No 1.169381359556317
4 16 17:43:00 OK -9 0 0 0 0.5 30 1 No -0.6931471805599453
4 16 18:09:00 OK -9 0 0 0 0.1 30 1 No -2.3025850929940455
4 16 18:42:00 OK -9 0 0 0 2 30 1 No 0.6931471805599453
4 18 11:15:00 MS 0 0 0 0 0.02 40 1 Yes -3.912023005428146
4 20 17:35:00 IN 1 0 0 35000 2.79 40 1 No 1.0260415958332743
4 20 17:47:00 PA 0 0 0 10000 0.35 20 1 Yes -1.0498221244986778
4 21 18:22:00 TX 0 0 0 0 0.29 25 1 Yes -1.2378743560016174
4 22 13:45:00 MS 1 0 0 100000 6.46 200 1 No 1.8656293177945105
4 22 14:20:00 MS 0 0 0 100000 8.99 200 2 Yes 2.196112848483529
4 22 14:20:00 MS 0 0 0 100000 2.67 100 2 Yes 0.9820784724121581
4 22 14:28:00 AL 0 0 0 0 6.32 200 2 Yes 1.843719208158766
4 22 16:40:00 AL 0 0 0 0 2.19 200 1 Yes 0.7839015438284094
4 22 16:40:00 AL 1 0 0 0 4.39 200 1 No 1.47932922708708
4 25 21:13:00 OK 0 0 0 4000 0.7 50 1 Yes -0.35667494393873245
4 25 21:50:00 OK 0 0 0 5000 1.25 30 1 Yes 0.22314355131420976
4 25 22:33:00 OK 1 0 0 75000 6.4 550 1 No 1.8562979903656263
4 25 22:34:00 OK 1 0 0 40000 4.1 600 1 No 1.410986973710262
4 25 22:46:00 OK 1 0 0 25000 10.2 400 1 No 2.322387720290225
4 26 0:22:00 AR 1 0 0 185000 15.69 1500 2 No 2.753023566744941
4 26 0:22:00 AR 1 0 0 100000 13.1 1500 2 No 2.5726122302071057
4 26 0:34:00 MO 1 0 0 85000 2.59 100 2 No 0.9516578757114463
4 26 9:04:00 AR 0 0 0 200000 0.51 50 1 Yes -0.6733445532637656
4 26 18:12:00 KY 1 0 0 500000 12.34 150 1 No 2.5128460184772416
4 26 21:31:00 MS 1 0 0 120000 10.55 600 1 No 2.3561258599220753
4 27 8:03:00 AL 1 0 0 0 5.59 250 1 No 1.7209792871670078
4 27 10:25:00 AL 1 0 0 0 4.89 150 1 No 1.5871923034867805
4 27 11:15:00 GA 2 0 0 317000 21.71 700 1 No 3.0777729838902004
4 27 15:18:00 AL 0 0 0 0 1.18 75 1 Yes 0.16551443847757333
4 27 16:59:00 AL 0 3 0 0 1.28 175 1 Yes 0.2468600779315258
4 27 17:21:00 KS 0 0 0 0 1.48 50 1 Yes 0.3920420877760237
4 28 21:36:00 OK 2 0 0 150000 8.1 750 1 No 2.0918640616783932
4 28 21:53:00 KY 1 0 0 200000 1.29 250 1 No 0.25464221837358075
4 29 13:24:00 LA 1 0 0 200000 1.96 290 1 No 0.6729444732424258
4 29 14:16:00 AR 1 1 0 400000 1.89 100 1 No 0.636576829071551
4 29 14:31:00 MO 0 0 0 0 3.85 100 1 Yes 1.3480731482996928
4 29 15:02:00 IL 1 0 0 0 2.36 50 1 No 0.8586616190375187
4 29 15:15:00 TX 0 0 0 0 1.55 100 1 Yes 0.4382549309311553
4 29 15:17:00 OK 1 0 0 20000 7.3 600 1 No 1.9878743481543455
4 29 15:20:00 IL 0 0 0 0 0.68 10 1 Yes -0.38566248081198456
4 29 15:57:00 AR 1 0 0 50000 5.5 300 1 No 1.7047480922384253
4 29 16:10:00 TX 0 0 0 60000 1.8 75 1 Yes 0.5877866649021191
4 29 16:29:00 TX 4 25 2 1200000 21.42 1760 1 No 3.064325065019603
4 29 16:51:00 TX 2 10 0 600000 11.68 100 1 No 2.4578779774000807
4 29 17:08:00 TX 3 24 2 670000 39.71 1760 1 No 3.6816030451431603
4 29 17:32:00 TX 0 0 0 10000 8.57 100 1 Yes 2.1482677326096886
4 29 18:13:00 TX 0 0 0 5000 0.88 80 1 Yes -0.12783337150988489
4 29 19:45:00 TX 1 0 0 25000 2.99 570 1 No 1.095273387402595
4 29 19:48:00 TX 1 0 0 30000 0.3 190 1 No -1.2039728043259361
4 29 23:37:00 AR 1 0 0 80000 5.86 100 1 No 1.7681496035889213
4 29 23:57:00 AR 1 0 0 5000 0.76 80 1 No -0.2744368457017603
4 30 0:25:00 AR 1 0 0 100000 2.84 100 1 No 1.0438040521731147
4 30 0:56:00 AR 1 0 0 20000 1.96 50 2 No 0.6729444732424258
4 30 0:56:00 AR 1 0 0 20000 1.65 50 2 No 0.5007752879124892
4 30 0:57:00 MO 1 0 0 0 0.31 50 2 No -1.171182981502945
4 30 1:07:00 AR 1 0 0 300000 5.6 150 1 No 1.7227665977411035
4 30 1:08:00 MO 1 0 0 250000 1.2 100 1 No 0.1823215567939546
4 30 1:15:00 AR 1 0 0 10000 5.12 400 1 No 1.6331544390514163
4 30 1:52:00 MO 2 0 0 60000 4.04 150 1 No 1.3962446919730587
4 30 2:07:00 LA 1 0 0 50000 6.87 1760 1 No 1.927164106234258
4 30 3:20:00 LA 1 0 0 110000 0.63 95 1 No -0.4620354595965587
4 30 3:44:00 LA 1 0 0 100000 5.71 50 1 No 1.742219023667919
4 30 4:50:00 AR 0 0 0 50000 1.13 75 1 Yes 0.12221763272424911
4 30 5:14:00 MS 2 0 0 400000 3.44 440 1 No 1.235471471385307
4 30 6:13:00 LA 1 0 0 100000 9.24 440 2 No 2.2235418856535927
4 30 6:13:00 LA 1 0 0 50000 7.3 200 2 No 1.9878743481543455
4 30 6:24:00 MS 1 0 0 50000 1.94 440 2 No 0.6626879730752367
4 30 6:24:00 MS 1 0 0 300000 14.44 440 1 No 2.67000213346468
4 30 6:30:00 MS 2 0 0 530000 19.9 880 1 No 2.990719731730447
4 30 7:01:00 MS 0 0 0 50000 5.17 100 1 Yes 1.6428726885203377
4 30 7:10:00 MS 1 0 0 115000 6.12 300 1 No 1.8115620965242347
4 30 7:14:00 MS 1 0 0 50000 2.73 900 1 No 1.0043016091968684
4 30 7:22:00 MS 1 0 0 300000 20.34 880 1 No 3.012589390620414
4 30 7:23:00 MS 1 0 0 70000 1.07 150 1 No 0.06765864847381486
4 30 7:23:00 MS 1 0 0 95000 7.14 1800 1 No 1.965712776351493
4 30 7:28:00 MS 1 0 0 150000 2.04 500 1 No 0.712949807856125
4 30 7:46:00 TN 0 0 0 100000 2.1 100 1 Yes 0.7419373447293773
4 30 7:50:00 MS 1 0 0 40000 6.02 400 1 No 1.7950872593207297
4 30 7:51:00 MS 1 0 0 20000 5.04 1500 1 No 1.6174060820832772
4 30 7:54:00 MS 2 0 0 2300000 21.7 1700 1 No 3.077312260546414
4 30 8:06:00 MS 1 0 0 130000 6.88 1003 1 No 1.9286186519452522
4 30 8:16:00 MS 2 0 1 3800000 23.4 1900 1 No 3.152736022363656
4 30 8:38:00 MS 1 0 0 40000 9.14 400 1 No 2.2126603854660587
4 30 8:41:00 MS 0 0 0 50000 4.28 100 1 Yes 1.4539530095937054
4 30 8:42:00 MS 1 0 0 30000 3.04 600 1 No 1.1118575154181303
4 30 8:42:00 MS 1 0 0 60000 3.85 600 1 No 1.3480731482996928
4 30 8:51:00 MS 0 0 0 40000 2.63 250 1 Yes 0.9669838461896731
4 30 8:58:00 MS 2 0 0 2150000 15.49 1936 1 No 2.740194654428777
4 30 9:11:00 MS 1 0 0 4000000 6.63 970 1 No 1.891604804197771
4 30 9:13:00 MS 1 0 0 40000 5.63 800 1 No 1.728109442151599
4 30 9:14:00 MS 1 0 0 75000 6.76 650 1 No 1.9110228900548727
4 30 9:17:00 MS 0 0 0 20000 0.29 50 1 Yes -1.2378743560016174
4 30 9:18:00 MS 1 0 0 30000 7.44 600 1 No 2.0068708488450007
4 30 9:26:00 MS 1 0 0 200000 2.7 50 1 No 0.9932517730102834
4 30 10:37:00 MS 1 0 0 375000 3.82 440 1 No 1.3402504226184837
4 30 12:15:00 LA 1 0 0 0 0.9 50 1 No -0.10536051565782628
4 30 12:50:00 LA 0 0 0 0 0.3 40 1 Yes -1.2039728043259361
4 30 13:12:00 AL 0 0 0 0 10.05 215 1 Yes 2.307572634505085
5 1 8:07:00 GA 0 0 0 12000 0.46 50 1 Yes -0.7765287894989963
5 1 8:24:00 GA 0 0 0 25000 2.36 150 1 Yes 0.8586616190375187
5 1 12:30:00 PA 0 0 0 20000 2.86 50 1 Yes 1.0508216248317612
5 1 12:56:00 PA 0 0 0 5000 0.38 50 1 Yes -0.9675840262617056
5 1 13:09:00 PA 0 0 0 15000 0.88 75 1 Yes -0.12783337150988489
5 1 13:25:00 PA 0 0 0 10000 0.54 100 1 Yes -0.616186139423817
5 1 13:27:00 PA 0 0 0 10000 0.75 75 1 Yes -0.2876820724517809
5 1 13:27:00 PA 1 0 0 50000 2.23 100 1 No 0.8020015854720274
5 1 13:54:00 NC 0 0 0 10000 2.67 50 1 Yes 0.9820784724121581
5 1 14:08:00 PA 1 0 0 0 1.68 200 1 No 0.5187937934151675
5 1 16:44:00 PA 1 1 0 200000 1.1 100 1 No 0.09531017980432493
5 2 15:30:00 FL 0 0 0 0 0.25 25 1 Yes -1.3862943611198906
5 3 15:14:00 TX 1 0 0 500000 8.37 1500 1 No 2.124653884501384
5 3 16:31:00 TX 0 0 0 100000 5.74 300 1 Yes 1.747459210331475
5 4 11:25:00 GA 0 0 0 0 0.02 35 1 Yes -3.912023005428146
5 4 12:04:00 GA 1 0 0 0 1.9 60 1 No 0.6418538861723947
5 4 12:20:00 GA 1 0 0 0 1 70 1 No 0
5 4 15:50:00 GA 1 5 0 0 2.78 120 1 No 1.0224509277025455
5 4 17:46:00 SC 1 0 0 0 12.52 440 1 No 2.5273273656719524
5 4 18:15:00 SC 1 0 0 0 6.03 125 1 No 1.7967470107390942
5 4 18:26:00 SC 1 0 0 0 2.02 150 1 No 0.7030975114131134
5 4 19:01:00 SC 1 0 0 0 3.08 150 1 No 1.1249295969854831
5 4 19:12:00 GA 0 0 0 50000 0.11 50 1 Yes -2.2072749131897207
5 4 19:37:00 SC 1 0 0 80000 2.07 75 1 No 0.7275486072772777
5 4 19:40:00 GA 0 0 0 15000 1.1 80 1 Yes 0.09531017980432493
5 4 20:07:00 SC 1 1 0 60000 0.86 75 1 No -0.15082288973458366
5 4 20:27:00 SC 0 0 0 0 0.2 75 1 Yes -1.6094379124341003
5 5 1:12:00 NC 0 0 0 4000000 3.26 375 1 Yes 1.1817271953786161
5 5 2:04:00 VA 0 0 0 15000 0.3 100 1 Yes -1.2039728043259361
5 5 3:21:00 NC 1 0 0 100000 1 250 1 No 0
5 5 3:40:00 VA 1 0 0 200000 14.79 75 1 No 2.6939512767227085
5 5 4:13:00 VA 0 0 0 20000 1.01 75 1 Yes 0.009950330853168092
5 5 4:40:00 VA 0 0 0 100000 0.38 75 1 Yes -0.9675840262617056
5 5 4:50:00 VA 1 0 0 450000 2.42 300 1 No 0.8837675401685949
5 5 5:09:00 VA 1 0 0 38000 2.31 150 1 No 0.8372475245337022
5 5 5:27:00 NC 0 0 0 205000 11.71 100 1 Yes 2.4604431776096263
5 5 6:02:00 NC 0 0 0 20000 8.12 75 1 Yes 2.0943301541735866
5 5 6:17:00 VA 1 0 0 0 0.87 100 1 No -0.13926206733350766
5 5 7:19:00 VA 1 0 0 0 1.18 10 1 No 0.16551443847757333
5 5 17:55:00 VA 0 0 0 6000 4.91 75 1 Yes 1.5912739418064292
5 7 14:30:00 CA 0 0 0 0 0.01 50 1 Yes -4.605170185988091
5 8 14:24:00 CO 1 0 0 0 0.19 100 1 No -1.6607312068216509
