Response_id Gender Age Birth "Text.while.Driving" Language "Number.of.Televisions" Smoke Cigarettes "Q8(a).Do.you.currently.own.a.car?" "Car.Color" Car Party "Political.philosophy" Internet Television "Cell.phone" Texts "Phone.calls" "Cell.phone.bill" Rich Deficit Tickets Children Height Foot Facebook "Facebook.friends" "Facebook.visits" Twitter "Sleep.weekend" "Sleep.weekday" "Job.status" "Hours.worked" "Credit.card" "Number.of.cards" "Credit.card.debt"
14252 Female 20 October No Yes 5 No "" Yes Black Foreign Independent Moderate 10 10 Yes 200 10 150 75000 No 0 3 65 8 Yes 163 1 No 6 7 Yes 26 No "" ""
14300 Female 31 October No No 2 No "" Yes Black Foreign Independent Moderate 10 15 Yes 1 12 25 500000 No 0 2 67 9.5 Yes 113 4 No 8 7 Yes 15 Yes 1 1500
14336 Female 42 November No No 3 No "" Yes Black Domestic Independent Conservative 30 21 Yes 0 20 100 1000000 No 0 "" 60 8 No "" "" No 8 8 Yes 18 Yes 3 0
14342 Female 41 August No No 2 No "" Yes "Silver or Grey" Foreign Democrat Liberal 2 7 Yes 15 12 107.38 500000 No 0 3 63 10 Yes 20 1 No 8 7 Yes 56 Yes 1 2037
14345 Male 15 November Yes No 7 No "" No "" "" Republican Conservative 6 2 Yes 80 8 370.87 500000 Yes 0 2 69 9.5 Yes 865 4 No 10 7 No "" No "" ""
14346 Female 44 May Yes No 5 No "" Yes White Domestic Independent Moderate 10 7 Yes 220 140 120 500000 No 0 4 65 11 Yes 10 0 No 7 7 No "" Yes 5 0
14348 Male 59 November No No 4 No "" Yes Black Domestic Republican Moderate 5 3 Yes 2 7 120 200000 No 0 1 73 11 No "" "" No 9 7 Yes 25 Yes 2 14500
14353 Male 30 September No No 2 No "" No "" "" Democrat Liberal 30 30 Yes 25 25 40 200000 No 0 2 71 12 Yes 20 2 Yes 8 7 No "" No "" ""
14354 Female 46 September Yes No 5 No "" Yes "Silver or Grey" Foreign Democrat Conservative 14 14 Yes 30 20 175.4 500000 Yes 0 3 64 8 Yes 79 2 No 8 8 Yes 60 Yes 2 7000
14357 Female 42 January Yes Yes 4 No "" Yes Red Domestic Democrat Liberal 9 10 Yes 15 35 95 500000 No 0 4 63 7 No "" "" No 7 6 Yes 40 Yes 4 0
14365 Male 53 February No No 3 No "" Yes Black Foreign Independent Moderate 5 5 Yes 25 10 169 200000 Yes 0 3 67 10 No "" "" No 8 7 Yes 50 Yes 5 0
14374 Female 40 June No No 4 No "" Yes "Silver or Grey" Foreign Democrat Moderate 5 6 Yes 1 3 10 300000 No 0 4 63 12 No "" "" No 8 7 No "" Yes 2 3000
14381 Female 39 August Yes No 2 No "" Yes White Foreign Democrat Moderate 20 4 Yes 65 9 134 500000 No 1 2 66 10.5 Yes 296 3 Yes 8 6 Yes 38 Yes 2 4500
14386 Female 24 June Yes No 2 No "" Yes "Silver or Grey" Domestic Democrat Moderate "" 4 Yes 493 28 161.43 500000 No 3 0 61 9 Yes 183 10 No 7 6 Yes 24 Yes 4 5000
14393 Female 42 December Yes Yes 4 Yes 5 Yes "Silver or Grey" Foreign Democrat Moderate 9 0 Yes 75 50 80.69 100000 Yes 1 2 68.5 10 Yes 627 20 No 5 7 Yes 37 Yes 4 6000
14394 Male 59 September No No 2 No "" Yes Black Domestic Republican Conservative 12 18 Yes 4 20 50 200000 No 0 2 69 11 No "" "" No 8 6 Yes 35 Yes 3 0
14397 Female 21 May Yes Yes 4 No "" Yes White Foreign Republican Moderate 10 14 Yes 700 40 140.5 100000 No 2 3 65 7 Yes 608 20 No 7 6 Yes 35 Yes 3 5200
14399 Male 39 February No No 1 No "" No "" "" Democrat Liberal 60 35 Yes 1200 4 120 200000 No 0 0 70 14 No "" "" No 12 10 Yes 55 Yes 5 12000
14403 Female 42 January No No 1 No "" Yes White Foreign Democrat Liberal 30 0 Yes 20 8 120 150000 No 0 2 65 11 Yes 184 5 Yes 10 7 Yes 0 Yes 4 9000
14411 Male 67 March No No 3 No "" Yes Green Domestic Democrat Conservative 8 10 Yes 1 3 9.16 200000 Yes 0 3 77 10 No "" "" No 7 7 No "" Yes 3 1500
14416 Female 40 October Yes No 1 No "" No "" "" Democrat Liberal 40 9 Yes 85 35 195.23 200000 Yes 0 3 64 9 Yes 511 3 Yes 9 6 Yes 60 No "" ""
14424 Female 45 November No No 5 No "" Yes White Foreign Republican Moderate 6 5 Yes 14 10 49 500000 No 0 4 68 9.5 No "" "" No 8 7 No "" Yes 6 0
14426 Male 30 September Yes No 2 No "" Yes "Silver or Grey" Domestic Republican Moderate 3 4 Yes 10 30 99 500000 Yes 0 3 71 10 No "" "" No 8 8 Yes 47 Yes 2 0
14427 Female 40 July No No 3 No "" Yes "Silver or Grey" Foreign Independent Conservative 10 9 Yes 3 25 60 200000 No 0 3 70 9 Yes 33 1 No 8 7 No "" Yes 3 0
14433 Female 35 December No No 5 Yes 4 Yes Black Domestic Democrat Moderate 2 17 Yes 1 4 156 150000 No 0 3 67 8 No "" "" No 5 5 No "" Yes 3 1200
14449 Female 19 August No No 6 No "" Yes "Silver or Grey" Foreign Republican Moderate 24 24 Yes 500 50 29 200000 No 0 4 70 11 Yes 478 2 No 8 8 Yes 10 No "" ""
14452 Male 26 May Yes No 4 Yes 20 Yes Black Domestic Independent Moderate 60 15 Yes 150 200 115 1000000 Yes 0 2 72 12 Yes 336 15 Yes 8 5 Yes 55 Yes 3 2200
14482 Female 63 February No No 2 No "" Yes "Beige or Brown" Domestic Independent Moderate 5 10 Yes 1 10 71.21 200000 No 0 4 64 9 No "" "" No 8 6 Yes 44 Yes 2 0
14483 Male 60 March No No 3 No "" Yes Blue Foreign Democrat Moderate 21 8 Yes 14 28 121.56 500000 No 0 3 69 10 Yes 10 "" No 7 7 Yes 58 Yes 6 0
14484 Female 38 June No No 3 No "" Yes Green Foreign Democrat Liberal 20 3 Yes 5 10 42.58 200000 No 2 2 64 9.5 Yes 252 2 No 6 6 Yes 40 Yes 3 0
14485 Female 46 March No No 4 No "" Yes Other Domestic Independent Conservative 10 8 Yes 7 25 13 300000 No 0 2 65 9 Yes 498 3 Yes 9 7 Yes 40 Yes 4 1900
14486 Male 30 April Yes No 3 Yes 10 Yes "Silver or Grey" Domestic Democrat Conservative 3 9 Yes 5 100 89 200000 No 0 2 77 13 Yes 80 0 No 7 6 Yes 60 Yes 3 0
14488 Male 54 October No No 4 No "" Yes Red Domestic Republican Conservative 14 8 Yes 14 8 125.56 1000000 Yes 0 2 74 11 No "" "" No 7 6 Yes 42 Yes 7 14678
14497 Female 40 November No No 3 Yes 2 Yes "Silver or Grey" Foreign Republican Moderate 35 21 Yes 30 15 85 1000000 No "" 0 65 8.5 Yes 206 3 Yes 9 6 Yes 40 Yes 2 10000
14550 Female 51 October No No 1 No "" "" Blue Domestic Republican Conservative 10 10 Yes 100 16 45 100000 No 0 4 68 10 Yes 20 1 No 9 7 Yes 40 Yes 2 0
14615 Male 32 July No No 2 Yes 6 Yes Black Domestic Democrat Liberal 40 24 Yes 40 30 100 150000 No 0 2 71 11 Yes 1000 3 No 9 7 Yes "" No "" ""
14620 Female 30 June No No 2 No "" Yes Green Foreign Democrat Moderate 10 3 Yes 15 5 80 1000000 No 0 4 67 9 Yes 150 1 No 7 7 Yes 32 Yes 2 0
14647 Female 20 February Yes Yes 6 No "" Yes Black Domestic Independent Moderate 48 7 Yes 1000 82 170 150000 No 0 4 64 7.5 Yes 625 7 No 10 8 No "" Yes 1 0
14651 Male 20 October Yes No 7 No "" No "" "" Democrat Moderate 1 35 Yes 777 10 165 75000 No 0 3 68 12 Yes 192 1 No 8 7 Yes 26 No "" ""
14654 Female 18 February Yes Yes 4 No "" Yes Green Domestic Democrat Moderate 6 24 No 5550 12 228.59 200000 No 0 3 60 9.5 Yes 163 2 No 5 5 Yes 24 No "" ""
14673 Male 45 January Yes No 4 No "" Yes "Silver or Grey" Domestic Independent Moderate 20 11 Yes 200 200 206.44 500000 No 0 2 73 13 No "" "" No 7 6 Yes 63 Yes 5 0
14675 Male 27 March Yes No 2 No "" Yes Red Domestic Independent Moderate 4 4 Yes 50 14 98.2 300000 Yes 0 2 71 11.5 Yes 151 1 No 8 8 Yes 50 Yes 3 240
14676 Male 65 May No No 5 No "" Yes "Beige or Brown" Domestic Independent Moderate 2 15 Yes 1 5 74 500000 Yes 1 2 67 10 No "" "" No 5 5 Yes 52 Yes 2 0
14711 Female 20 February Yes No 4 No "" Yes Black Domestic Democrat Moderate 1 2 Yes 50 6 60 100000 No 0 2 61.5 8.5 Yes 210 2 No 7 6 Yes 20 No "" ""
14774 Female 34 August No No 1 No "" No "" "" Democrat Liberal 25 7 Yes 28 10 78.09 500000 Yes 0 2 74 10.5 No "" "" Yes 8 7 Yes 54 Yes 2 0
14776 Female 36 May Yes No 1 No "" Yes Black Foreign Democrat Moderate 21 10 Yes 30 8 66.49 200000 No 0 2 66 6 Yes 258 3 No 7 8 Yes 5 Yes 2 9000
14798 Male 35 September No No 1 No "" No "" "" Democrat Liberal 2 2 Yes 40 60 45 50000 No 0 2 70 11 Yes 147 1 No 8 7 Yes 43 Yes 1 0
14872 Male 68 December No No 4 No "" Yes "Beige or Brown" Domestic Republican Conservative 7 3 Yes 1 1 8 150000 No 0 3 73 11 No "" "" No 8 8 No "" Yes 4 500
14905 Female 31 May Yes No 1 No "" Yes White Domestic Independent Moderate 10 10 Yes 249 33 74.83 200000 No 0 2 65.5 9.5 Yes 415 10 Yes 10 8 Yes 40 Yes 1 0
14936 Male 20 September Yes No 2 Yes 1 Yes "Silver or Grey" Domestic Republican Conservative 3 4 Yes 1330 30 90.56 75000 No 0 2 69 11 Yes 265 1 No 8 8 Yes 17 No "" 0
15008 Female 19 February Yes No 2 No "" Yes Green Domestic Independent Liberal 3 17 Yes 6 20 75 100000 No 0 5 68 9 Yes 79 5 No 6 10 Yes 28 No "" ""
15068 Female 34 October Yes No 1 No "" No "" "" Republican Moderate 12 30 Yes 100 15 107 500000 No 0 2 63 9 Yes 321 7 Yes 8 8 Yes 40 Yes 6 8000
15074 Male 52 March No No 3 No "" Yes White Foreign Independent Moderate 20 1 Yes 1 1 80 500000 No 0 2 70 9 Yes 40 0 No 8 6 Yes 40 Yes 6 0
15160 Female 31 August No No 5 No "" Yes Blue Foreign Republican Conservative 4 10 Yes 40 30 35.46 100000 No 0 3 62 7.5 Yes 164 3 No 8 8 Yes 0 Yes 4 800
15259 Female 50 June Yes No 5 No "" Yes Other Foreign Democrat Conservative 40 10 Yes 210 21 175 1000000 Yes 0 2 66 12 Yes 183 5 Yes 7 6 Yes 40 Yes 8 30000
15314 Female 48 April No No 7 No "" Yes "Beige or Brown" Foreign Democrat Liberal 35 28 Yes 40 10 60 1000000 No 0 2 70 10 Yes 429 20 Yes 10 7 Yes 42 Yes 5 3000
